인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250604",="20090084285",(주)아워홈 LG가산디지털센터점,서울특별시 금천구 가산디지털1로 189(가산동 LG가산디지털센터 1층),="07082300821",구**,김**
="20250604",="20190088023",(주)아워홈한림성심병원강남점,서울특별시 영등포구 신길로 1(강남성심병원 지하1층 대림동),,구**,김**
="20250604",="20220417094",(주)아워홈중앙대학교광명병원점직원식당,경기도 광명시 덕안로 110(중앙대학교광명병원 5층 일부호 일직동),="0269669424",구**,김**
="20250604",="20200086002",(주)아워홈한림일송재단영등포점,서울특별시 영등포구 버드나루로 155(학교법인 일송학원 지하1층 영등포동8가),,구**,김**
="20250604",="20220417093",(주)아워홈중앙대학교광명병원점환자식당,경기도 광명시 덕안로 110(중앙대학교광명병원 지하2층 일부호 일직동),="0269669424",구**,김**
="20250604",="20230120118",(주)아워홈 중앙대학교병원점,서울특별시 동작구 흑석로 102(중앙대학교병원 지하1층 흑석동),,구**,김**
="20250604",="20230457715",(주)아워홈 동원요양병원일산점,경기도 고양시 일산동구 일산로 439(동원요양병원 지하1층 일부호 정발산동),,구**,김**
="20250604",="20190088024",(주)아워홈한림성심병원한강점,서울특별시 영등포구 버드나루로7길 12(한강성심병원 영등포동7가),,구**,김**
="20250604",="20200086003",(주)아워홈한림성심병원강남점(신관),서울특별시 영등포구 시흥대로 665(강남성심병원신관 지하1층 대림동),,구**,김**
="20250604",="20250084250",(주)아워홈 구립하계실버센터점,서울특별시 노원구 한글비석로 4(구립하계실버센터 지하1층 하계동),="0269669212",구**,김**
="20250604",="20090330029",(주)아워홈 마리본 산부인과,경기도 구리시 건원대로 39-1(인창동),="0802347575",구**,김**
="20250604",="20130323064",(주)아워홈 명지병원일산점,경기도 고양시 덕양구 화수로14번길 55(화정동),,구**,김**
="20250604",="20170063004",(주)아워홈 서울서북병원은평점,서울특별시 은평구 갈현로7길 49(역촌동),="0269669274",구**,김**
="20250604",="20240162300",(주)아워홈 서울미즈병원강동점,서울특별시 강동구 천호대로 1041(13층 천호동),,구**,김**
="20250604",="20240504320",(주)아워홈 남양주보훈요양원점,경기도 남양주시 덕송2로 71(1층 별내동),,구**,김**
="20250602",="20120364062",(주)아워홈 화성상록골프장(직원식당),경기도 화성시 풀무골로60번길 80(중동),="07040086006",구**,김**
="20250602",="20140080410",(주)아워홈 연세사랑모아산부인과구로점,서울특별시 구로구 중앙로 100(고척동  연세사랑모아산부인과구로점),="0802347575",구**,김**
="20250602",="20240411181",(주)오현에프에스,경기도 안양시 만안구 만안로 31-3(안양 인터비즈 8층 802호 안양동),,김*******,김**
="20250604",="20170200552",삼영테크위탁급식소,인천광역시 남동구 청능대로 263(1층 일부호 고잔동),,지**,정**
="20250602",="20230505061",영진푸드,경기도 이천시 부발읍 중부대로1763번길 12(아이에스 동서주 이천지점 2층),="0316355321",박**,박*******
="20250602",="20240109151",Bread Factory(브레드팩토리),서울특별시 강서구 마곡중앙1로 14(M밸리 W TOWER Ⅳ 1층 103호 마곡동),="0236618390",김*******,양**
="20250602",="20060076061",Bread Factory(브레드팩토리),서울특별시 강서구 공항대로42길 54-6(1~2층 101 201호 내발산동),="0236618390",김*******,김**
="20250602",="20190030438",그랑프리,서울특별시 중구 퇴계로86길 48(1층 신당동),,이**,이**
="20250604",="20090370229",뚜레쥬르 양주덕계제일점,경기도 양주시 평화로 1437(덕계동),="0318588244",장**,최*******
="20250602",="20210039499",메종드쁘띠푸르2,서울특별시 광진구 아차산로 200(2층 자양동),,고*******,김**
="20250602",="20210039498",메종드쁘띠푸르,서울특별시 광진구 아차산로 200(1층 자양동),,고*******,김**
="20250604",="20250097849",카페 엣지,서울특별시 마포구 와우산로11길 9-10(1층 상수동),,이**,이*******
="20250602",="20250268234",파리바게뜨 숭의역점,인천광역시 미추홀구 인주대로 5(1층 A-138호 숭의동  힐스테이트 숭의역),,이**,강**
="20250604",="20120353102",파리바게트(광교상현역점),경기도 용인시 수지구 광교중앙로 320(상현동  105 504호),="0312138204",신**,김**
